,loan_amnt,term,int_rate,home_ownership,annual_inc,purpose,addr_state,bad_loan
2009,35000,36 months,15.31,RENT,320000.0,credit_card,NY,1
2011,35000,36 months,15.31,MORTGAGE,130000.0,debt_consolidation,NJ,0
1513,35000,36 months,15.31,MORTGAGE,80000.0,debt_consolidation,OH,0
1968,35000,36 months,15.31,RENT,125000.0,credit_card,NY,1
2366,35000,36 months,15.31,RENT,90000.0,debt_consolidation,LA,0
1358,35000,36 months,15.31,MORTGAGE,110000.0,debt_consolidation,WI,0
1918,35000,36 months,15.31,OWN,180000.0,house,NV,0
2340,35000,36 months,15.31,RENT,110000.0,debt_consolidation,NY,0
1725,35000,36 months,15.31,MORTGAGE,188000.0,credit_card,CA,0
2320,35000,36 months,15.31,MORTGAGE,250000.0,debt_consolidation,CA,0
1716,35000,36 months,15.31,MORTGAGE,97000.0,debt_consolidation,GA,0
1700,35000,36 months,15.31,OWN,100000.0,debt_consolidation,MD,0
1879,35000,36 months,15.31,MORTGAGE,154000.0,house,NY,0
1881,35000,60 months,15.31,MORTGAGE,130000.0,debt_consolidation,WA,0
1701,35000,36 months,15.31,MORTGAGE,265000.0,debt_consolidation,TX,0
1520,35000,36 months,15.31,RENT,105000.0,credit_card,NC,0
1707,35000,36 months,15.31,MORTGAGE,400000.0,debt_consolidation,UT,0
2654,35000,36 months,15.59,MORTGAGE,180360.0,debt_consolidation,TX,0
2723,35000,36 months,15.59,MORTGAGE,250000.0,home_improvement,NY,0
2708,35000,36 months,15.59,RENT,110000.0,credit_card,VA,1
2706,35000,36 months,15.59,MORTGAGE,145000.0,house,MD,0
2583,35000,36 months,15.61,MORTGAGE,93000.0,major_purchase,FL,0
542,35000,36 months,15.61,RENT,150000.0,debt_consolidation,PA,0
996,35000,36 months,15.61,RENT,90000.0,debt_consolidation,NY,0
981,35000,36 months,15.61,MORTGAGE,100000.0,debt_consolidation,CA,0
718,35000,36 months,15.61,OWN,115000.0,debt_consolidation,PA,0
719,35000,36 months,15.61,RENT,95000.0,debt_consolidation,IL,0
560,35000,36 months,15.61,MORTGAGE,87500.0,debt_consolidation,CO,1
526,35000,36 months,15.61,MORTGAGE,170000.0,debt_consolidation,IL,0
775,35000,60 months,15.61,MORTGAGE,95000.0,debt_consolidation,TX,0
748,35000,36 months,15.61,RENT,95000.0,debt_consolidation,TX,1
895,35000,36 months,15.61,MORTGAGE,83930.0,home_improvement,SC,1
872,35000,36 months,15.61,RENT,95800.0,credit_card,NY,0
891,35000,36 months,15.61,MORTGAGE,250000.0,credit_card,AZ,0
942,35000,36 months,15.61,RENT,125000.0,debt_consolidation,CA,0
887,35000,36 months,15.61,MORTGAGE,115332.0,credit_card,VA,1
699,35000,36 months,15.61,MORTGAGE,78000.0,debt_consolidation,TX,0
2598,35000,36 months,15.61,MORTGAGE,270000.0,debt_consolidation,CA,0
977,35000,36 months,15.61,MORTGAGE,115000.0,debt_consolidation,FL,0
2593,35000,36 months,15.61,MORTGAGE,218000.0,debt_consolidation,VA,0
572,35000,36 months,15.61,OWN,105000.0,debt_consolidation,CA,0
546,35000,60 months,15.61,MORTGAGE,150000.0,debt_consolidation,CA,0
568,35000,36 months,15.61,RENT,85000.0,debt_consolidation,FL,0
935,35000,36 months,15.61,MORTGAGE,95000.0,debt_consolidation,SC,0
692,35000,60 months,15.61,OWN,345000.0,home_improvement,IL,0
795,35000,36 months,15.61,RENT,90000.0,small_business,CA,0
868,35000,36 months,15.61,MORTGAGE,268997.0,debt_consolidation,OK,1
789,35000,36 months,15.61,MORTGAGE,110000.0,debt_consolidation,MA,1
603,35000,36 months,15.61,MORTGAGE,95000.0,debt_consolidation,MN,0
2619,35000,60 months,15.61,MORTGAGE,94000.0,debt_consolidation,CA,0
607,35000,60 months,15.61,MORTGAGE,200000.0,credit_card,LA,1
857,35000,36 months,15.61,MORTGAGE,152000.0,debt_consolidation,DC,1
823,35000,36 months,15.61,RENT,99950.0,debt_consolidation,WA,1
610,35000,36 months,15.61,OWN,333000.0,debt_consolidation,MN,1
832,35000,36 months,15.61,MORTGAGE,140498.0,credit_card,GA,0
2633,35000,36 months,15.61,MORTGAGE,100000.0,major_purchase,NY,0
837,35000,36 months,15.61,MORTGAGE,102000.0,debt_consolidation,NJ,0
957,35000,36 months,15.61,MORTGAGE,135000.0,credit_card,FL,0
647,35000,60 months,15.61,MORTGAGE,80000.0,debt_consolidation,CA,0
2618,35000,60 months,15.61,MORTGAGE,105000.0,credit_card,NY,0
696,35000,36 months,15.61,RENT,102000.0,debt_consolidation,OK,1
959,35000,60 months,15.61,MORTGAGE,100000.0,debt_consolidation,FL,1
376,35000,60 months,15.62,MORTGAGE,150000.0,debt_consolidation,TX,0
425,35000,36 months,15.62,RENT,80000.0,debt_consolidation,FL,0
403,35000,36 months,15.62,MORTGAGE,175000.0,debt_consolidation,CA,0
264,35000,36 months,15.62,MORTGAGE,225000.0,wedding,OH,0
276,35000,60 months,15.62,RENT,82320.0,debt_consolidation,CT,1
416,35000,60 months,15.65,MORTGAGE,250000.0,debt_consolidation,MN,0
470,35000,60 months,15.65,RENT,205000.0,major_purchase,CA,0
508,35000,60 months,15.65,RENT,93000.0,other,CA,0
457,35000,36 months,15.65,RENT,85000.0,debt_consolidation,NY,0
444,35000,60 months,15.65,MORTGAGE,75705.0,home_improvement,FL,1
451,35000,60 months,15.65,MORTGAGE,175000.0,debt_consolidation,OK,0
2074,35000,60 months,15.8,MORTGAGE,82000.0,debt_consolidation,FL,0
1427,35000,36 months,15.8,MORTGAGE,125000.0,debt_consolidation,TX,1
1475,35000,36 months,15.8,RENT,90000.0,debt_consolidation,CA,0
1773,35000,36 months,15.8,MORTGAGE,200000.0,credit_card,FL,0
1416,35000,36 months,15.8,MORTGAGE,190000.0,debt_consolidation,CA,0
1816,35000,36 months,15.8,RENT,88000.0,debt_consolidation,CA,0
1825,35000,36 months,15.8,MORTGAGE,85000.0,debt_consolidation,CO,0
2120,35000,36 months,15.8,MORTGAGE,172000.0,debt_consolidation,OH,0
1809,35000,36 months,15.8,MORTGAGE,155000.0,debt_consolidation,AZ,0
2526,35000,60 months,15.8,MORTGAGE,305500.0,home_improvement,NJ,0
1432,35000,36 months,15.8,RENT,99000.0,debt_consolidation,IL,0
2110,35000,60 months,15.8,MORTGAGE,112500.0,credit_card,MN,0
1437,35000,60 months,15.8,MORTGAGE,95000.0,debt_consolidation,NC,1
1803,35000,60 months,15.8,MORTGAGE,132000.0,debt_consolidation,KY,0
1441,35000,60 months,15.8,MORTGAGE,127000.0,debt_consolidation,NJ,0
1884,35000,36 months,15.8,RENT,90000.0,debt_consolidation,HI,0
1827,35000,36 months,15.8,RENT,80000.0,debt_consolidation,TX,1
1963,35000,60 months,15.8,MORTGAGE,120000.0,debt_consolidation,IL,0
1871,35000,36 months,15.8,MORTGAGE,80000.0,debt_consolidation,TX,0
1882,35000,36 months,15.8,RENT,90000.0,debt_consolidation,AK,0
1796,35000,36 months,15.8,MORTGAGE,105000.0,debt_consolidation,CA,0
1762,35000,60 months,15.8,MORTGAGE,110000.0,debt_consolidation,FL,0
1869,35000,60 months,15.8,MORTGAGE,165000.0,credit_card,TX,0
1870,35000,36 months,15.8,MORTGAGE,140000.0,credit_card,CA,0
2063,35000,36 months,15.8,MORTGAGE,150000.0,debt_consolidation,LA,1
1823,35000,36 months,15.8,MORTGAGE,138400.0,debt_consolidation,FL,0
1958,35000,36 months,15.8,RENT,80000.0,debt_consolidation,GA,1
2350,35000,60 months,15.8,RENT,172000.0,house,NJ,1
1742,35000,60 months,15.8,MORTGAGE,100000.0,debt_consolidation,CA,0
2058,35000,36 months,15.8,RENT,90000.0,credit_card,MA,0
2053,35000,60 months,15.8,MORTGAGE,192000.0,debt_consolidation,MO,1
1735,35000,36 months,15.8,MORTGAGE,80000.0,credit_card,OR,1
2041,35000,36 months,15.8,MORTGAGE,800000.0,credit_card,NY,0
1525,35000,36 months,15.8,MORTGAGE,250000.0,debt_consolidation,TX,0
2033,35000,36 months,15.8,MORTGAGE,110000.0,debt_consolidation,AK,0
1877,35000,36 months,15.8,MORTGAGE,107536.0,credit_card,HI,0
1912,35000,36 months,15.8,MORTGAGE,400000.0,credit_card,FL,1
1962,35000,36 months,15.8,MORTGAGE,400000.0,debt_consolidation,CO,1
1793,35000,36 months,15.8,MORTGAGE,155000.0,debt_consolidation,FL,0
1983,35000,36 months,15.8,MORTGAGE,82000.0,debt_consolidation,MA,0
1388,35000,36 months,15.8,MORTGAGE,184600.0,home_improvement,MD,0
1904,35000,36 months,15.8,RENT,78000.0,debt_consolidation,WA,0
1629,35000,36 months,15.8,MORTGAGE,220000.0,home_improvement,TX,0
2002,35000,36 months,15.8,MORTGAGE,130000.0,home_improvement,MN,0
1634,35000,60 months,15.8,MORTGAGE,80380.0,credit_card,TX,0
1906,35000,60 months,15.8,MORTGAGE,2000000.0,debt_consolidation,NY,0
1640,35000,36 months,15.8,MORTGAGE,500000.0,credit_card,MN,1
2013,35000,36 months,15.8,MORTGAGE,150000.0,debt_consolidation,TX,0
1899,35000,60 months,15.8,MORTGAGE,80000.0,debt_consolidation,CA,1
1635,35000,60 months,15.8,MORTGAGE,90000.0,home_improvement,CA,0
1706,35000,36 months,15.8,MORTGAGE,140000.0,credit_card,TX,0
1643,35000,36 months,15.8,OWN,128000.0,small_business,CT,0
1565,35000,36 months,15.8,MORTGAGE,205000.0,debt_consolidation,CA,0
1905,35000,36 months,15.8,RENT,130000.0,debt_consolidation,TX,1
1987,35000,36 months,15.8,RENT,137000.0,debt_consolidation,CA,0
1543,35000,36 months,15.8,MORTGAGE,83895.0,debt_consolidation,MI,1
2108,35000,36 months,15.8,RENT,142500.0,debt_consolidation,FL,0
1639,35000,60 months,15.8,MORTGAGE,135000.0,debt_consolidation,TX,0
1900,35000,36 months,15.8,RENT,110000.0,debt_consolidation,CA,0
2015,35000,60 months,15.8,MORTGAGE,90000.0,debt_consolidation,LA,1
1698,35000,60 months,15.8,OWN,100000.0,major_purchase,CO,0
1688,35000,60 months,15.8,MORTGAGE,90000.0,debt_consolidation,TX,0
1386,35000,60 months,15.8,MORTGAGE,145000.0,home_improvement,CA,0
1384,35000,36 months,15.8,OWN,160000.0,home_improvement,TX,0
1845,35000,36 months,15.8,MORTGAGE,120000.0,home_improvement,VA,1
1941,35000,36 months,15.8,MORTGAGE,88608.0,credit_card,PA,1
2094,35000,60 months,15.8,MORTGAGE,95000.0,debt_consolidation,CA,0
1943,35000,36 months,15.8,MORTGAGE,180000.0,credit_card,NY,0
1885,35000,36 months,15.8,MORTGAGE,140000.0,debt_consolidation,MD,0
2100,35000,36 months,15.8,RENT,80000.0,debt_consolidation,WA,0
1774,35000,36 months,15.8,MORTGAGE,81260.0,debt_consolidation,TX,0
1945,35000,60 months,15.8,MORTGAGE,104000.0,debt_consolidation,WV,0
2062,35000,36 months,15.8,MORTGAGE,215000.0,debt_consolidation,MD,0
1594,35000,36 months,15.8,RENT,90000.0,debt_consolidation,VT,0
1887,35000,36 months,15.8,MORTGAGE,107000.0,debt_consolidation,IN,0
1999,35000,60 months,15.8,MORTGAGE,116000.0,debt_consolidation,WA,0
1923,35000,36 months,15.8,MORTGAGE,84000.0,debt_consolidation,FL,0
1382,35000,36 months,15.8,MORTGAGE,78000.0,debt_consolidation,CA,0
1307,35000,60 months,15.88,MORTGAGE,106000.0,debt_consolidation,KY,0
1196,35000,60 months,15.88,MORTGAGE,130000.0,debt_consolidation,CA,0
1050,35000,36 months,15.88,RENT,100000.0,debt_consolidation,CA,1
1217,35000,36 months,15.88,RENT,320000.0,credit_card,FL,0
1216,35000,36 months,15.88,MORTGAGE,175000.0,debt_consolidation,VA,0
1323,35000,60 months,15.88,MORTGAGE,110000.0,home_improvement,CA,1
1213,35000,36 months,15.88,RENT,120000.0,debt_consolidation,WI,0
1348,35000,36 months,15.88,MORTGAGE,100880.0,debt_consolidation,PA,0
1351,35000,60 months,15.88,MORTGAGE,110000.0,credit_card,NY,0
1325,35000,60 months,15.88,MORTGAGE,130000.0,debt_consolidation,MD,0
1326,35000,36 months,15.88,MORTGAGE,112000.0,debt_consolidation,CT,1
1218,35000,36 months,15.88,MORTGAGE,110000.0,debt_consolidation,PA,0
1144,35000,36 months,15.88,MORTGAGE,100000.0,credit_card,FL,0
1120,35000,60 months,15.88,MORTGAGE,171034.0,debt_consolidation,MA,1
1270,35000,36 months,15.88,RENT,120000.0,credit_card,CA,0
1231,35000,36 months,15.88,RENT,132000.0,debt_consolidation,WA,0
1167,35000,36 months,15.88,MORTGAGE,100000.0,debt_consolidation,IL,0
1094,35000,36 months,15.88,MORTGAGE,108000.0,debt_consolidation,CA,0
1024,35000,36 months,15.88,MORTGAGE,118000.0,debt_consolidation,CA,0
1077,35000,36 months,15.88,MORTGAGE,145000.0,credit_card,VA,0
1298,35000,60 months,15.88,MORTGAGE,143000.0,debt_consolidation,NC,0
1087,35000,60 months,15.88,MORTGAGE,110000.0,credit_card,VA,0
1207,35000,36 months,15.88,RENT,116957.0,credit_card,NY,0
1070,35000,36 months,15.88,OWN,96000.0,debt_consolidation,TX,0
1030,35000,36 months,15.88,MORTGAGE,155000.0,debt_consolidation,FL,0
1272,35000,36 months,15.88,RENT,137000.0,debt_consolidation,CA,0
1049,35000,36 months,15.88,MORTGAGE,78000.0,debt_consolidation,IL,0
1289,35000,60 months,15.88,MORTGAGE,550000.0,debt_consolidation,TX,0
84,35000,60 months,15.96,MORTGAGE,102158.0,major_purchase,FL,0
205,35000,60 months,15.96,RENT,120000.0,debt_consolidation,AR,0
26,35000,60 months,15.96,MORTGAGE,96000.0,debt_consolidation,CO,1
208,35000,36 months,15.96,MORTGAGE,150000.0,debt_consolidation,PA,0
325,35000,60 months,15.99,RENT,70000.0,small_business,CO,1
2719,35000,36 months,15.99,RENT,90000.0,debt_consolidation,AZ,0
258,35000,60 months,15.99,RENT,90000.0,debt_consolidation,NY,0
285,35000,36 months,15.99,MORTGAGE,140000.0,debt_consolidation,MD,0
358,35000,60 months,15.99,MORTGAGE,129500.0,home_improvement,NJ,0
393,35000,36 months,15.99,MORTGAGE,648000.0,home_improvement,TX,0
237,35000,36 months,15.99,MORTGAGE,97000.0,credit_card,NJ,0
2656,35000,60 months,15.99,RENT,85000.0,debt_consolidation,TX,0
303,35000,60 months,15.99,MORTGAGE,51996.0,home_improvement,PA,1
368,35000,36 months,15.99,MORTGAGE,98000.0,debt_consolidation,DC,0
219,35000,60 months,15.99,MORTGAGE,76000.0,home_improvement,CT,0
2682,35000,36 months,15.99,MORTGAGE,90000.0,debt_consolidation,CA,0
401,35000,60 months,16.02,RENT,252361.0,debt_consolidation,NY,0
479,35000,60 months,16.02,MORTGAGE,110000.0,renewable_energy,KS,0
506,35000,60 months,16.02,MORTGAGE,135000.0,credit_card,NJ,0
500,35000,36 months,16.02,RENT,65000.0,small_business,CA,0
466,35000,60 months,16.02,MORTGAGE,125000.0,debt_consolidation,CA,1
504,35000,60 months,16.02,MORTGAGE,92000.0,debt_consolidation,NV,1
378,35000,36 months,16.11,RENT,100000.0,credit_card,CT,0
939,35000,36 months,16.2,RENT,105000.0,debt_consolidation,CA,0
1003,35000,36 months,16.2,RENT,350000.0,home_improvement,MI,0
871,35000,36 months,16.2,MORTGAGE,130000.0,credit_card,IL,0
650,35000,60 months,16.2,RENT,155000.0,credit_card,CA,0
945,35000,36 months,16.2,MORTGAGE,114000.0,debt_consolidation,CO,0
861,35000,60 months,16.2,MORTGAGE,143000.0,credit_card,TN,0
659,35000,60 months,16.2,MORTGAGE,275000.0,debt_consolidation,NC,0
987,35000,36 months,16.2,MORTGAGE,125000.0,credit_card,TX,0
765,35000,60 months,16.2,MORTGAGE,123000.0,debt_consolidation,AZ,0
746,35000,60 months,16.2,RENT,117000.0,credit_card,CA,1
876,35000,60 months,16.2,MORTGAGE,212400.0,home_improvement,NM,0
762,35000,36 months,16.2,OWN,84900.0,debt_consolidation,NJ,0
654,35000,60 months,16.2,MORTGAGE,80000.0,credit_card,GA,0
642,35000,36 months,16.2,MORTGAGE,112000.0,debt_consolidation,AK,0
958,35000,60 months,16.2,MORTGAGE,100000.0,debt_consolidation,TX,0
999,35000,36 months,16.2,MORTGAGE,90000.0,credit_card,MA,0
892,35000,36 months,16.2,MORTGAGE,117353.0,credit_card,GA,0
898,35000,36 months,16.2,MORTGAGE,250000.0,credit_card,NY,0
850,35000,36 months,16.2,MORTGAGE,98000.0,debt_consolidation,TX,0
860,35000,36 months,16.2,MORTGAGE,150000.0,debt_consolidation,CA,0
847,35000,36 months,16.2,MORTGAGE,300000.0,other,FL,0
766,35000,36 months,16.2,RENT,107000.0,small_business,TX,1
715,35000,36 months,16.2,MORTGAGE,130000.0,credit_card,TN,0
974,35000,60 months,16.2,MORTGAGE,114000.0,credit_card,MD,0
810,35000,36 months,16.2,RENT,98000.0,credit_card,MN,0
975,35000,60 months,16.2,MORTGAGE,84000.0,debt_consolidation,PA,0
782,35000,60 months,16.2,OWN,140000.0,debt_consolidation,NC,0
829,35000,36 months,16.2,MORTGAGE,110000.0,debt_consolidation,AK,0
936,35000,36 months,16.2,OWN,110000.0,debt_consolidation,IL,0
532,35000,60 months,16.24,OWN,100000.0,debt_consolidation,NY,0
618,35000,36 months,16.24,MORTGAGE,95000.0,small_business,CA,1
574,35000,36 months,16.24,MORTGAGE,300000.0,credit_card,NY,0
608,35000,36 months,16.24,MORTGAGE,140000.0,debt_consolidation,IN,0
600,35000,36 months,16.24,RENT,100000.0,debt_consolidation,FL,0
616,35000,36 months,16.24,MORTGAGE,140000.0,credit_card,CA,1
1814,35000,36 months,16.29,MORTGAGE,100000.0,debt_consolidation,NV,0
1924,35000,36 months,16.29,RENT,80445.0,debt_consolidation,VA,1
1972,35000,36 months,16.29,MORTGAGE,90000.0,debt_consolidation,MO,0
1623,35000,36 months,16.29,RENT,112000.0,debt_consolidation,VA,1
1536,35000,60 months,16.29,MORTGAGE,145000.0,debt_consolidation,NY,0
1502,35000,36 months,16.29,MORTGAGE,150000.0,debt_consolidation,NY,0
2054,35000,36 months,16.29,MORTGAGE,198000.0,debt_consolidation,TX,0
1736,35000,60 months,16.29,MORTGAGE,102000.0,debt_consolidation,CA,0
1959,35000,60 months,16.29,MORTGAGE,90000.0,debt_consolidation,WA,0
1727,35000,36 months,16.29,MORTGAGE,110000.0,debt_consolidation,FL,1
1961,35000,36 months,16.29,MORTGAGE,115000.0,debt_consolidation,AZ,0
2039,35000,60 months,16.29,RENT,125000.0,major_purchase,FL,1
2037,35000,36 months,16.29,RENT,82000.0,debt_consolidation,HI,1
1724,35000,60 months,16.29,MORTGAGE,80000.0,credit_card,TN,0
1387,35000,36 months,16.29,MORTGAGE,103000.0,debt_consolidation,FL,0
1411,35000,60 months,16.29,MORTGAGE,240000.0,debt_consolidation,CA,0
1395,35000,36 months,16.29,MORTGAGE,79000.0,debt_consolidation,FL,0
1714,35000,60 months,16.29,MORTGAGE,115000.0,debt_consolidation,IL,0
1891,35000,36 months,16.29,RENT,100000.0,debt_consolidation,CA,0
2297,35000,36 months,16.29,RENT,350000.0,small_business,IL,1
1424,35000,36 months,16.29,MORTGAGE,285000.0,credit_card,MN,0
1392,35000,60 months,16.29,MORTGAGE,110000.0,debt_consolidation,FL,0
1909,35000,60 months,16.29,MORTGAGE,100000.0,debt_consolidation,IL,0
1922,35000,36 months,16.29,MORTGAGE,104000.0,debt_consolidation,OK,0
1931,35000,60 months,16.29,MORTGAGE,125000.0,credit_card,TX,0
1866,35000,60 months,16.29,MORTGAGE,109000.0,credit_card,TX,0
1376,35000,60 months,16.29,MORTGAGE,105000.0,debt_consolidation,AZ,0
1377,35000,36 months,16.29,OWN,209700.0,debt_consolidation,MA,0
1836,35000,60 months,16.29,MORTGAGE,80000.0,debt_consolidation,KY,0
1838,35000,60 months,16.29,MORTGAGE,90000.0,debt_consolidation,NC,1
1385,35000,36 months,16.29,MORTGAGE,110000.0,credit_card,MI,0
1886,35000,60 months,16.29,OWN,156000.0,debt_consolidation,OH,0
2027,35000,60 months,16.29,MORTGAGE,92974.96,debt_consolidation,MA,0
1981,35000,36 months,16.29,MORTGAGE,100000.0,debt_consolidation,IN,1
2017,35000,36 months,16.29,MORTGAGE,170000.0,debt_consolidation,FL,1
2021,35000,60 months,16.29,MORTGAGE,500000.0,debt_consolidation,CA,0
1954,35000,36 months,16.29,MORTGAGE,110000.0,credit_card,CA,1
1792,35000,60 months,16.29,RENT,130000.0,major_purchase,CA,0
1767,35000,36 months,16.29,MORTGAGE,175000.0,debt_consolidation,NJ,0
1787,35000,36 months,16.29,MORTGAGE,225000.0,credit_card,MO,0
1459,35000,36 months,16.29,MORTGAGE,128000.0,debt_consolidation,OH,0
1942,35000,36 months,16.29,MORTGAGE,130000.0,debt_consolidation,OH,1
2093,35000,60 months,16.29,MORTGAGE,185800.0,debt_consolidation,NY,1
1769,35000,36 months,16.29,RENT,115000.0,major_purchase,CA,1
1760,35000,36 months,16.29,MORTGAGE,115000.0,debt_consolidation,MI,0
1757,35000,36 months,16.29,RENT,80000.0,credit_card,NY,0
2088,35000,60 months,16.29,RENT,92000.0,debt_consolidation,MO,0
1895,35000,36 months,16.29,RENT,125000.0,debt_consolidation,LA,0
1740,35000,36 months,16.29,OWN,219820.0,house,MD,0
1618,35000,36 months,16.29,RENT,187000.0,credit_card,MD,0
1766,35000,60 months,16.29,MORTGAGE,82359.0,debt_consolidation,MD,1
1633,35000,36 months,16.29,MORTGAGE,150000.0,debt_consolidation,TX,1
1969,35000,36 months,16.29,MORTGAGE,103000.0,debt_consolidation,OR,0
1692,35000,36 months,16.29,RENT,125000.0,debt_consolidation,CO,1
1617,35000,60 months,16.29,OWN,157000.0,debt_consolidation,NJ,0
2007,35000,36 months,16.29,RENT,100898.0,debt_consolidation,NY,0
1680,35000,36 months,16.29,RENT,82000.0,debt_consolidation,WA,1
2001,35000,36 months,16.29,MORTGAGE,95000.0,debt_consolidation,MI,0
2000,35000,36 months,16.29,MORTGAGE,150000.0,debt_consolidation,MO,0
1681,35000,60 months,16.29,MORTGAGE,84384.0,debt_consolidation,IL,0
1586,35000,36 months,16.29,OWN,95000.0,credit_card,VA,0
1661,35000,36 months,16.29,MORTGAGE,185000.0,debt_consolidation,GA,0
1596,35000,36 months,16.29,MORTGAGE,200000.0,credit_card,OR,0
1642,35000,36 months,16.29,MORTGAGE,138000.0,debt_consolidation,TX,0
1641,35000,36 months,16.29,MORTGAGE,125000.0,debt_consolidation,AZ,0
1671,35000,36 months,16.29,MORTGAGE,90000.0,debt_consolidation,HI,0
517,35000,60 months,16.4,OWN,75000.0,debt_consolidation,NJ,0
499,35000,60 months,16.4,MORTGAGE,115000.0,credit_card,CA,1
472,35000,60 months,16.4,RENT,106000.0,debt_consolidation,CA,0
495,35000,60 months,16.4,RENT,70000.0,wedding,PA,1
509,35000,60 months,16.4,OWN,76000.0,debt_consolidation,FL,1
438,35000,36 months,16.4,MORTGAGE,140000.0,debt_consolidation,TX,0
240,35000,60 months,16.49,MORTGAGE,113328.0,debt_consolidation,FL,1
377,35000,36 months,16.49,MORTGAGE,177632.0,small_business,TX,0
202,35000,60 months,16.49,MORTGAGE,82000.0,credit_card,LA,0
289,35000,60 months,16.49,MORTGAGE,82300.0,other,CA,0
356,35000,36 months,16.49,MORTGAGE,119000.0,debt_consolidation,CO,0
2652,35000,60 months,16.49,OWN,130000.0,debt_consolidation,NY,0
252,35000,60 months,16.49,MORTGAGE,98000.0,credit_card,CO,1
414,35000,36 months,16.49,MORTGAGE,230000.0,home_improvement,CA,0
313,35000,60 months,16.49,RENT,69000.0,debt_consolidation,NJ,1
251,35000,60 months,16.49,RENT,150000.0,debt_consolidation,NJ,0
2692,35000,60 months,16.49,MORTGAGE,160000.0,debt_consolidation,LA,0
259,35000,60 months,16.49,MORTGAGE,125000.0,debt_consolidation,GA,0
2623,35000,36 months,16.55,MORTGAGE,245000.0,debt_consolidation,GA,0
133,35000,36 months,16.77,OWN,100000.0,other,TX,1
507,35000,60 months,16.77,MORTGAGE,101000.0,credit_card,MA,1
196,35000,36 months,16.77,MORTGAGE,395000.0,debt_consolidation,FL,0
10,35000,36 months,16.77,MORTGAGE,100000.0,debt_consolidation,TX,0
511,35000,60 months,16.77,MORTGAGE,87000.0,debt_consolidation,NC,0
491,35000,36 months,16.77,MORTGAGE,225000.0,home_improvement,PA,0
1262,35000,36 months,16.78,OWN,115000.0,debt_consolidation,TX,0
1166,35000,36 months,16.78,MORTGAGE,94000.0,debt_consolidation,NC,0
1356,35000,60 months,16.78,MORTGAGE,140000.0,debt_consolidation,CA,0
1148,35000,36 months,16.78,OWN,280000.0,debt_consolidation,NY,0
1352,35000,36 months,16.78,MORTGAGE,181000.0,debt_consolidation,MI,0
1295,35000,60 months,16.78,MORTGAGE,80000.0,debt_consolidation,VA,0
1081,35000,36 months,16.78,RENT,400000.0,credit_card,NY,0
1158,35000,36 months,16.78,RENT,105000.0,debt_consolidation,FL,1
1150,35000,36 months,16.78,OWN,95000.0,debt_consolidation,AZ,0
1249,35000,60 months,16.78,MORTGAGE,240000.0,debt_consolidation,CA,1
1277,35000,36 months,16.78,MORTGAGE,85000.0,debt_consolidation,MI,0
1335,35000,36 months,16.78,RENT,80000.0,house,NY,0
1160,35000,60 months,16.78,MORTGAGE,78420.0,debt_consolidation,MA,0
1280,35000,36 months,16.78,MORTGAGE,160465.0,credit_card,CA,0
1171,35000,36 months,16.78,MORTGAGE,90000.0,debt_consolidation,NC,0
1329,35000,36 months,16.78,MORTGAGE,92700.0,debt_consolidation,WA,0
1173,35000,36 months,16.78,MORTGAGE,130000.0,debt_consolidation,VA,0
1214,35000,36 months,16.78,MORTGAGE,86000.0,credit_card,MI,0
1238,35000,36 months,16.78,MORTGAGE,115000.0,debt_consolidation,CT,0
1324,35000,36 months,16.78,MORTGAGE,160000.0,home_improvement,CA,0
1331,35000,36 months,16.78,MORTGAGE,90000.0,debt_consolidation,VA,0
1185,35000,36 months,16.78,RENT,130000.0,debt_consolidation,CA,0
1201,35000,36 months,16.78,MORTGAGE,176000.0,credit_card,VA,0
1199,35000,36 months,16.78,MORTGAGE,180000.0,debt_consolidation,PA,0
1300,35000,60 months,16.78,MORTGAGE,710350.0,home_improvement,IL,0
1177,35000,36 months,16.78,MORTGAGE,124000.0,debt_consolidation,CA,0
1198,35000,60 months,16.78,MORTGAGE,85000.0,debt_consolidation,CA,0
1234,35000,60 months,16.78,MORTGAGE,110000.0,credit_card,MI,1
363,35000,60 months,16.89,MORTGAGE,92000.0,debt_consolidation,WV,0
420,35000,60 months,16.89,MORTGAGE,135000.0,debt_consolidation,FL,0
315,35000,60 months,16.89,MORTGAGE,90000.0,debt_consolidation,TX,1
322,35000,60 months,16.89,MORTGAGE,100000.0,debt_consolidation,NV,0
380,35000,60 months,16.89,MORTGAGE,120000.0,small_business,CA,0
388,35000,60 months,16.89,MORTGAGE,117600.0,credit_card,IL,1
406,35000,36 months,16.89,OWN,115000.0,credit_card,MD,0
364,35000,36 months,16.89,MORTGAGE,77000.0,debt_consolidation,MA,0
2585,35000,36 months,16.99,MORTGAGE,175000.0,debt_consolidation,NJ,0
2651,35000,36 months,16.99,RENT,120000.0,debt_consolidation,CA,0
2608,35000,60 months,16.99,MORTGAGE,80000.0,credit_card,DE,0
2612,35000,60 months,16.99,MORTGAGE,90000.0,debt_consolidation,NC,0
2616,35000,36 months,16.99,MORTGAGE,350000.0,home_improvement,WA,0
2597,35000,60 months,16.99,MORTGAGE,101000.0,credit_card,IL,1
565,35000,60 months,16.99,MORTGAGE,102000.0,debt_consolidation,MD,1
564,35000,60 months,16.99,MORTGAGE,568000.0,debt_consolidation,NJ,0
